EmployeeNumber,Age,Gender,Department,JobRole,JobLevel,MaritalStatus,OverTime,BusinessTravel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,Attrition,RiskScore,RiskPct,RiskSegment,RiskLevel
1496,44,Male,Research & Development,Manufacturing Director,3,Single,Yes,Travel_Frequently,10209,2,2,3,2,2,No,0.7574,75.7,Flight Risk,High (60–80%)
274,27,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Frequently,4298,2,2,1,3,3,No,0.7562,75.6,Flight Risk,High (60–80%)
1733,36,Male,Sales,Sales Executive,2,Divorced,Yes,Travel_Rarely,6134,2,2,1,3,2,Yes,0.7558,75.6,Flight Risk,High (60–80%)
1835,38,Female,Sales,Sales Representative,2,Married,Yes,Travel_Rarely,5405,4,0,4,2,2,No,0.7551,75.5,Flight Risk,High (60–80%)
190,32,Female,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,4200,5,0,1,4,1,Yes,0.7549,75.5,Flight Risk,High (60–80%)
1203,22,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Frequently,2853,0,0,4,3,3,Yes,0.7514,75.1,Flight Risk,High (60–80%)
51,36,Female,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,3419,1,0,1,4,2,No,0.7513,75.1,Flight Risk,High (60–80%)
803,38,Female,Research & Development,Manufacturing Director,2,Single,Yes,Travel_Frequently,5980,15,4,1,3,1,No,0.7494,74.9,Flight Risk,High (60–80%)
854,25,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,3424,4,0,1,2,1,No,0.749,74.9,Flight Risk,High (60–80%)
811,23,Male,Research & Development,Laboratory Technician,1,Married,Yes,Travel_Rarely,1601,0,0,1,3,3,Yes,0.7486,74.9,Flight Risk,High (60–80%)
991,31,Male,Research & Development,Research Scientist,1,Single,Yes,Non-Travel,2321,3,1,1,3,3,Yes,0.747,74.7,Flight Risk,High (60–80%)
1239,40,Female,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,6852,5,1,2,4,2,No,0.747,74.7,Flight Risk,High (60–80%)
1669,29,Male,Sales,Sales Executive,2,Divorced,Yes,Travel_Rarely,4187,10,0,2,2,1,No,0.746,74.6,Flight Risk,High (60–80%)
205,53,Male,Sales,Sales Representative,2,Married,Yes,Travel_Rarely,2306,7,4,3,1,2,No,0.7458,74.6,Flight Risk,High (60–80%)
746,47,Female,Sales,Sales Executive,4,Divorced,Yes,Travel_Frequently,13770,22,11,3,2,4,No,0.7455,74.6,Flight Risk,High (60–80%)
913,44,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,2559,8,7,1,3,2,No,0.7451,74.5,Flight Risk,High (60–80%)
1735,23,Female,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,3295,3,1,2,1,3,No,0.743,74.3,Flight Risk,High (60–80%)
90,36,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,3388,1,0,3,2,4,Yes,0.7418,74.2,Flight Risk,High (60–80%)
2013,32,Male,Sales,Sales Representative,1,Married,No,Travel_Rarely,2269,2,2,2,3,2,No,0.7409,74.1,Flight Risk,High (60–80%)
1556,36,Male,Sales,Sales Representative,1,Single,Yes,Travel_Rarely,2644,3,1,4,2,3,No,0.7375,73.8,Flight Risk,High (60–80%)
941,31,Male,Sales,Sales Representative,1,Married,No,Travel_Rarely,2329,7,5,3,4,2,No,0.7371,73.7,Flight Risk,High (60–80%)
587,31,Male,Research & Development,Healthcare Representative,3,Married,No,Travel_Frequently,9824,1,0,3,3,1,Yes,0.7357,73.6,Flight Risk,High (60–80%)
1876,30,Male,Sales,Sales Representative,1,Single,No,Travel_Rarely,1081,1,0,4,2,2,Yes,0.7356,73.6,Flight Risk,High (60–80%)
1568,30,Male,Sales,Sales Executive,3,Married,No,Travel_Rarely,9250,4,1,2,3,3,No,0.7332,73.3,Flight Risk,High (60–80%)
925,47,Female,Sales,Sales Representative,1,Single,Yes,Travel_Rarely,3294,3,1,4,2,4,No,0.7325,73.3,Flight Risk,High (60–80%)
1421,29,Female,Research & Development,Healthcare Representative,3,Single,Yes,Travel_Frequently,7553,8,7,4,3,3,Yes,0.7303,73.0,Flight Risk,High (60–80%)
1614,36,Female,Research & Development,Manufacturing Director,2,Married,Yes,Travel_Rarely,4663,3,1,3,3,3,No,0.7295,72.9,Flight Risk,High (60–80%)
1853,32,Male,Sales,Sales Executive,2,Single,No,Travel_Frequently,4648,0,0,4,4,4,No,0.7288,72.9,Flight Risk,High (60–80%)
954,40,Male,Sales,Sales Executive,3,Divorced,No,Travel_Rarely,9705,1,0,2,2,1,No,0.7265,72.7,Flight Risk,High (60–80%)
1797,35,Male,Sales,Sales Executive,2,Single,Yes,Travel_Rarely,5813,10,7,4,3,3,Yes,0.7247,72.5,Flight Risk,High (60–80%)
1175,28,Female,Research & Development,Laboratory Technician,1,Married,Yes,Travel_Rarely,2515,1,0,4,2,3,Yes,0.7245,72.5,Flight Risk,High (60–80%)
647,24,Female,Research & Development,Laboratory Technician,1,Married,Yes,Travel_Frequently,2886,6,1,3,3,1,Yes,0.7244,72.4,Flight Risk,High (60–80%)
144,22,Female,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,2871,0,0,4,3,2,No,0.7231,72.3,Flight Risk,High (60–80%)
964,40,Male,Research & Development,Research Scientist,1,Divorced,Yes,Travel_Frequently,3617,1,0,2,3,4,No,0.7223,72.2,Flight Risk,High (60–80%)
773,38,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,3057,1,0,3,1,4,No,0.7216,72.2,Flight Risk,High (60–80%)
281,40,Male,Research & Development,Laboratory Technician,2,Married,Yes,Travel_Rarely,2741,7,3,4,4,3,No,0.7188,71.9,Flight Risk,High (60–80%)
1702,23,Male,Sales,Sales Representative,1,Divorced,Yes,Travel_Rarely,2275,3,0,4,3,3,Yes,0.7187,71.9,Flight Risk,High (60–80%)
362,32,Male,Research & Development,Laboratory Technician,2,Single,No,Travel_Rarely,2176,6,0,1,3,4,No,0.7186,71.9,Flight Risk,High (60–80%)
392,44,Male,Research & Development,Laboratory Technician,1,Divorced,Yes,Travel_Frequently,3161,1,0,3,1,4,Yes,0.7175,71.7,Flight Risk,High (60–80%)
927,41,Female,Research & Development,Laboratory Technician,1,Divorced,Yes,Travel_Rarely,2778,7,1,4,2,2,Yes,0.7172,71.7,Flight Risk,High (60–80%)
1419,29,Male,Human Resources,Human Resources,3,Single,No,Travel_Rarely,7988,10,0,1,2,2,No,0.7145,71.4,Flight Risk,High (60–80%)
1083,26,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3955,5,1,1,3,1,No,0.7145,71.4,Flight Risk,High (60–80%)
1066,40,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,8396,7,7,1,2,3,No,0.714,71.4,Flight Risk,High (60–80%)
1740,40,Male,Sales,Manager,5,Single,No,Travel_Rarely,19833,21,12,2,2,2,No,0.7136,71.4,Flight Risk,High (60–80%)
238,36,Male,Research & Development,Laboratory Technician,1,Single,No,Travel_Frequently,2088,8,7,2,2,4,No,0.7132,71.3,Flight Risk,High (60–80%)
4,37,Male,Research & Development,Laboratory Technician,1,Single,Yes,Travel_Rarely,2090,0,0,3,3,4,Yes,0.713,71.3,Flight Risk,High (60–80%)
2040,35,Female,Human Resources,Human Resources,3,Single,Yes,Travel_Rarely,8837,9,1,4,3,3,No,0.713,71.3,Flight Risk,High (60–80%)
382,38,Female,Sales,Sales Executive,2,Divorced,Yes,Travel_Rarely,5605,8,7,1,3,1,No,0.7124,71.2,Flight Risk,High (60–80%)
161,56,Female,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,4963,5,4,2,3,2,Yes,0.7117,71.2,Flight Risk,High (60–80%)
577,35,Male,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,4230,5,4,3,3,4,No,0.7108,71.1,Flight Risk,High (60–80%)
1282,51,Male,Sales,Manager,5,Divorced,Yes,Travel_Frequently,19847,29,11,2,2,4,No,0.7099,71.0,Flight Risk,High (60–80%)
652,35,Male,Research & Development,Laboratory Technician,2,Single,No,Travel_Rarely,3681,3,0,4,3,1,No,0.7098,71.0,Flight Risk,High (60–80%)
183,25,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,8639,2,2,3,3,1,No,0.7092,70.9,Flight Risk,High (60–80%)
1704,35,Male,Research & Development,Research Scientist,1,Single,Yes,Travel_Frequently,4930,5,1,4,4,1,No,0.7083,70.8,Flight Risk,High (60–80%)
1577,34,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2972,1,0,4,1,1,No,0.7069,70.7,Flight Risk,High (60–80%)
363,46,Female,Sales,Manager,4,Married,Yes,Travel_Rarely,16872,7,7,2,2,3,No,0.7063,70.6,Flight Risk,High (60–80%)
1539,50,Male,Research & Development,Research Director,4,Single,Yes,Travel_Frequently,14411,32,13,4,3,3,No,0.7059,70.6,Flight Risk,High (60–80%)
922,20,Female,Sales,Sales Representative,1,Single,No,Travel_Rarely,2044,2,0,3,2,3,Yes,0.7044,70.4,Flight Risk,High (60–80%)
1125,38,Male,Sales,Sales Executive,3,Single,No,Travel_Rarely,7351,1,0,2,3,4,No,0.7042,70.4,Flight Risk,High (60–80%)
1219,24,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2210,1,0,2,1,4,Yes,0.7039,70.4,Flight Risk,High (60–80%)
1052,36,Male,Research & Development,Laboratory Technician,2,Divorced,No,Travel_Rarely,4834,1,0,3,2,1,Yes,0.7036,70.4,Flight Risk,High (60–80%)
585,30,Male,Sales,Sales Representative,1,Single,No,Travel_Rarely,2983,3,1,2,3,4,No,0.7036,70.4,Flight Risk,High (60–80%)
1226,20,Male,Sales,Sales Representative,1,Single,No,Travel_Rarely,2678,2,2,4,3,3,No,0.7031,70.3,Flight Risk,High (60–80%)
1960,28,Male,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,2367,4,0,4,2,3,Yes,0.7028,70.3,Flight Risk,High (60–80%)
2027,29,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,4787,2,2,4,4,1,Yes,0.7015,70.1,Flight Risk,High (60–80%)
1387,28,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,4724,5,0,1,3,3,No,0.7007,70.1,Flight Risk,High (60–80%)
618,26,Male,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,4306,0,0,3,3,1,No,0.7005,70.0,Flight Risk,High (60–80%)
1535,34,Male,Sales,Sales Executive,3,Married,Yes,Travel_Rarely,7083,10,8,3,3,4,No,0.7,70.0,Flight Risk,High (60–80%)
1014,35,Female,Research & Development,Healthcare Representative,3,Divorced,Yes,Travel_Rarely,10388,16,10,3,2,3,No,0.6998,70.0,Flight Risk,High (60–80%)
525,43,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Frequently,2258,3,1,4,3,4,No,0.6968,69.7,Flight Risk,High (60–80%)
1010,35,Male,Research & Development,Laboratory Technician,1,Divorced,Yes,Travel_Rarely,3743,4,0,2,1,3,Yes,0.6957,69.6,Flight Risk,High (60–80%)
488,41,Male,Sales,Sales Executive,2,Single,No,Travel_Frequently,9355,8,7,2,3,1,Yes,0.6955,69.5,Flight Risk,High (60–80%)
1402,43,Female,Research & Development,Research Scientist,2,Single,Yes,Travel_Rarely,4081,20,1,3,1,1,No,0.6954,69.5,Flight Risk,High (60–80%)
1905,34,Male,Research & Development,Research Scientist,1,Married,Yes,Non-Travel,2307,5,3,1,3,4,Yes,0.6953,69.5,Flight Risk,High (60–80%)
584,33,Male,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,3408,4,1,4,3,1,Yes,0.6941,69.4,Flight Risk,High (60–80%)
1055,34,Female,Sales,Sales Representative,1,Married,Yes,Travel_Rarely,2220,1,0,3,3,3,No,0.6916,69.2,Flight Risk,High (60–80%)
446,33,Male,Sales,Sales Executive,2,Single,No,Travel_Frequently,4682,7,0,4,2,2,No,0.6913,69.1,Flight Risk,High (60–80%)
315,29,Male,Research & Development,Research Scientist,1,Single,Yes,Travel_Rarely,2389,4,0,4,2,3,Yes,0.6889,68.9,Flight Risk,High (60–80%)
513,36,Male,Sales,Sales Executive,3,Married,No,Travel_Rarely,7596,10,9,3,3,2,No,0.6885,68.8,Flight Risk,High (60–80%)
120,51,Male,Sales,Sales Executive,2,Single,Yes,Travel_Rarely,5441,10,1,4,1,3,No,0.6875,68.8,Flight Risk,High (60–80%)
1998,42,Male,Research & Development,Research Scientist,2,Divorced,Yes,Travel_Rarely,5410,4,1,1,2,4,No,0.6865,68.7,Flight Risk,High (60–80%)
749,29,Male,Sales,Sales Representative,1,Single,No,Travel_Rarely,2642,1,0,3,3,3,No,0.6819,68.2,Flight Risk,High (60–80%)
1747,30,Female,Human Resources,Human Resources,1,Divorced,No,Travel_Frequently,2180,4,1,4,2,3,Yes,0.6819,68.2,Flight Risk,High (60–80%)
881,35,Female,Research & Development,Research Scientist,1,Divorced,Yes,Travel_Frequently,2022,10,7,2,2,4,Yes,0.6803,68.0,Flight Risk,High (60–80%)
79,38,Female,Research & Development,Laboratory Technician,2,Single,No,Travel_Frequently,2406,10,9,4,3,4,No,0.6799,68.0,Flight Risk,High (60–80%)
939,33,Male,Research & Development,Research Scientist,1,Single,Yes,Travel_Rarely,2799,3,0,1,3,3,No,0.6796,68.0,Flight Risk,High (60–80%)
1403,27,Female,Sales,Sales Executive,2,Married,Yes,Travel_Rarely,5769,6,4,4,3,4,No,0.6781,67.8,Flight Risk,High (60–80%)
1481,44,Female,Sales,Sales Executive,2,Married,No,Travel_Frequently,4768,1,0,3,2,1,No,0.6775,67.7,Flight Risk,High (60–80%)
124,46,Male,Research & Development,Healthcare Representative,3,Married,Yes,Travel_Frequently,10673,10,9,1,2,3,No,0.6767,67.7,Flight Risk,High (60–80%)
684,45,Female,Sales,Sales Executive,2,Married,No,Travel_Frequently,4286,1,0,1,3,1,Yes,0.6764,67.6,Flight Risk,High (60–80%)
904,37,Male,Sales,Sales Executive,3,Single,Yes,Non-Travel,7642,10,0,2,3,1,No,0.6719,67.2,Flight Risk,High (60–80%)
493,31,Male,Research & Development,Research Scientist,1,Single,Yes,Travel_Rarely,2657,2,2,2,3,3,No,0.6708,67.1,Flight Risk,High (60–80%)
466,41,Male,Research & Development,Manufacturing Director,2,Single,Yes,Travel_Rarely,6032,5,1,2,3,4,No,0.6703,67.0,Flight Risk,High (60–80%)
133,37,Male,Human Resources,Human Resources,1,Divorced,Yes,Travel_Rarely,2073,3,0,1,3,3,Yes,0.6691,66.9,Flight Risk,High (60–80%)
1033,37,Female,Research & Development,Healthcare Representative,2,Married,No,Travel_Rarely,4777,1,0,2,1,1,Yes,0.6671,66.7,Flight Risk,High (60–80%)
1675,38,Female,Research & Development,Laboratory Technician,1,Single,No,Travel_Frequently,2440,4,3,2,3,4,No,0.6666,66.7,Flight Risk,High (60–80%)
1720,32,Male,Research & Development,Research Scientist,1,Married,No,Travel_Frequently,3433,5,1,3,2,1,No,0.6625,66.2,Flight Risk,High (60–80%)
104,30,Male,Research & Development,Laboratory Technician,2,Married,Yes,Travel_Rarely,5126,10,3,4,2,4,No,0.6616,66.2,Flight Risk,High (60–80%)
1277,45,Female,Sales,Manager,5,Single,Yes,Travel_Rarely,18824,24,1,2,3,1,Yes,0.6601,66.0,Flight Risk,High (60–80%)
1180,40,Female,Research & Development,Research Scientist,2,Married,Yes,Travel_Frequently,4422,1,0,4,1,3,No,0.6601,66.0,Flight Risk,High (60–80%)
1132,39,Male,Research & Development,Laboratory Technician,2,Single,No,Non-Travel,6782,5,0,2,2,3,No,0.66,66.0,Flight Risk,High (60–80%)
1674,49,Female,Research & Development,Laboratory Technician,1,Divorced,Yes,Travel_Rarely,2587,2,2,1,2,4,No,0.6584,65.8,Flight Risk,High (60–80%)
1415,25,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3229,3,0,4,2,1,No,0.656,65.6,Flight Risk,High (60–80%)
425,45,Male,Research & Development,Laboratory Technician,3,Divorced,No,Travel_Frequently,5210,24,9,1,3,1,No,0.6539,65.4,Flight Risk,High (60–80%)
1657,20,Female,Sales,Sales Representative,1,Single,No,Travel_Rarely,2783,2,2,3,3,3,No,0.6525,65.2,Flight Risk,High (60–80%)
663,43,Male,Research & Development,Laboratory Technician,2,Divorced,Yes,Travel_Frequently,5679,8,4,3,3,4,No,0.6509,65.1,Flight Risk,High (60–80%)
434,27,Female,Research & Development,Research Scientist,1,Single,Yes,Travel_Rarely,2478,4,1,2,2,3,No,0.65,65.0,Flight Risk,High (60–80%)
1234,32,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Frequently,2743,2,2,2,3,3,No,0.6497,65.0,Flight Risk,High (60–80%)
1779,34,Female,Sales,Sales Executive,2,Single,No,Travel_Rarely,6029,2,2,4,3,4,No,0.6492,64.9,Flight Risk,High (60–80%)
983,38,Female,Sales,Sales Executive,2,Single,Yes,Non-Travel,5666,5,1,4,3,3,No,0.6491,64.9,Flight Risk,High (60–80%)
738,50,Male,Sales,Sales Representative,1,Married,No,Travel_Rarely,3875,2,2,2,3,4,No,0.6478,64.8,Flight Risk,High (60–80%)
538,25,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,4031,2,0,1,3,1,Yes,0.6477,64.8,Flight Risk,High (60–80%)
875,42,Male,Research & Development,Research Scientist,1,Single,Yes,Travel_Frequently,2515,2,2,4,3,2,No,0.6476,64.8,Flight Risk,High (60–80%)
1371,27,Male,Sales,Sales Executive,2,Single,No,Travel_Frequently,5071,6,0,4,3,4,No,0.6456,64.6,Flight Risk,High (60–80%)
1739,32,Male,Sales,Sales Executive,3,Married,No,Travel_Rarely,9610,4,0,3,1,4,No,0.6456,64.6,Flight Risk,High (60–80%)
885,25,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,4256,5,0,1,4,3,No,0.6441,64.4,Flight Risk,High (60–80%)
1329,41,Male,Sales,Sales Executive,2,Single,No,Non-Travel,6151,19,11,2,3,3,No,0.6413,64.1,Flight Risk,High (60–80%)
1612,45,Male,Sales,Sales Executive,2,Married,No,Non-Travel,4385,10,4,1,3,1,No,0.6407,64.1,Flight Risk,High (60–80%)
68,44,Female,Sales,Sales Executive,2,Divorced,Yes,Travel_Rarely,5454,4,1,1,2,2,No,0.6405,64.1,Flight Risk,High (60–80%)
45,24,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,2293,2,2,4,2,2,Yes,0.6392,63.9,Flight Risk,High (60–80%)
1160,31,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Frequently,2610,2,2,3,2,3,Yes,0.639,63.9,Flight Risk,High (60–80%)
1985,40,Female,Research & Development,Laboratory Technician,2,Married,No,Travel_Frequently,6323,10,9,3,4,4,No,0.6374,63.7,Flight Risk,High (60–80%)
15,29,Female,Research & Development,Laboratory Technician,2,Single,Yes,Travel_Rarely,4193,9,0,3,3,4,No,0.6353,63.5,Flight Risk,High (60–80%)
145,51,Female,Research & Development,Healthcare Representative,3,Single,No,Travel_Frequently,7484,13,12,1,2,1,No,0.6343,63.4,Flight Risk,High (60–80%)
1816,30,Female,Research & Development,Manufacturing Director,3,Single,No,Travel_Rarely,9667,7,0,3,3,1,No,0.633,63.3,Flight Risk,High (60–80%)
399,31,Female,Sales,Sales Representative,1,Divorced,No,Travel_Frequently,2789,2,2,2,2,4,No,0.6314,63.1,Flight Risk,High (60–80%)
1534,40,Male,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,2018,5,1,1,1,4,Yes,0.6312,63.1,Flight Risk,High (60–80%)
1131,21,Female,Research & Development,Research Scientist,1,Single,Yes,Travel_Rarely,2070,2,2,2,4,4,No,0.6305,63.1,Flight Risk,High (60–80%)
397,36,Male,Research & Development,Research Scientist,2,Single,No,Travel_Rarely,4485,8,7,2,3,3,No,0.6304,63.0,Flight Risk,High (60–80%)
752,42,Male,Research & Development,Research Scientist,1,Divorced,Yes,Travel_Frequently,2759,2,2,3,3,3,Yes,0.6296,63.0,Flight Risk,High (60–80%)
1856,47,Female,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,2105,2,2,3,3,2,No,0.6286,62.9,Flight Risk,High (60–80%)
1486,28,Male,Sales,Sales Representative,1,Married,No,Travel_Frequently,2909,3,1,3,4,1,Yes,0.6279,62.8,Flight Risk,High (60–80%)
565,29,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2546,2,1,2,4,3,Yes,0.6264,62.6,Flight Risk,High (60–80%)
1436,36,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,5647,3,0,1,2,3,No,0.6252,62.5,Flight Risk,High (60–80%)
1502,33,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3838,5,0,2,3,1,No,0.6247,62.5,Flight Risk,High (60–80%)
267,37,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,3564,8,1,1,2,2,No,0.6247,62.5,Flight Risk,High (60–80%)
2056,39,Female,Sales,Sales Executive,4,Married,No,Travel_Rarely,12031,20,9,4,2,2,No,0.6177,61.8,Flight Risk,High (60–80%)
2020,44,Male,Research & Development,Research Scientist,1,Single,Yes,Travel_Rarely,2436,4,1,4,3,2,No,0.6174,61.7,Flight Risk,High (60–80%)
437,27,Male,Sales,Sales Executive,2,Single,Yes,Travel_Rarely,4478,5,0,3,3,4,No,0.6166,61.7,Flight Risk,High (60–80%)
376,47,Male,Research & Development,Manager,3,Married,Yes,Non-Travel,11849,10,9,2,2,1,Yes,0.6157,61.6,Flight Risk,High (60–80%)
1297,51,Female,Research & Development,Laboratory Technician,1,Single,No,Travel_Frequently,2838,7,7,3,2,2,No,0.6144,61.4,Flight Risk,High (60–80%)
1641,40,Female,Research & Development,Manufacturing Director,3,Single,Yes,Travel_Rarely,7945,4,3,4,2,3,No,0.6133,61.3,Flight Risk,High (60–80%)
1135,31,Male,Sales,Sales Representative,1,Married,No,Travel_Frequently,2791,2,2,4,3,3,No,0.613,61.3,Flight Risk,High (60–80%)
1425,36,Female,Sales,Sales Executive,2,Single,Yes,Travel_Rarely,9278,5,0,2,3,1,No,0.6094,60.9,Flight Risk,High (60–80%)
632,24,Male,Sales,Sales Representative,1,Married,No,Travel_Frequently,2400,2,2,4,3,4,No,0.6093,60.9,Flight Risk,High (60–80%)
555,34,Female,Sales,Sales Representative,1,Divorced,No,Travel_Frequently,2351,2,1,3,2,4,Yes,0.6069,60.7,Flight Risk,High (60–80%)
1244,27,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,2235,9,6,1,2,1,No,0.6052,60.5,Flight Risk,High (60–80%)
1833,31,Female,Sales,Sales Executive,3,Married,No,Travel_Frequently,9637,3,2,1,3,1,No,0.6046,60.5,Flight Risk,High (60–80%)
396,49,Female,Research & Development,Research Director,5,Single,Yes,Travel_Frequently,18665,3,1,1,3,3,No,0.6046,60.5,Flight Risk,High (60–80%)
1433,31,Female,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,1261,1,0,2,4,1,Yes,0.6044,60.4,Flight Risk,High (60–80%)
297,30,Female,Research & Development,Research Scientist,1,Single,Yes,Travel_Rarely,2657,5,0,1,3,4,Yes,0.6021,60.2,Flight Risk,High (60–80%)
1507,28,Male,Sales,Sales Executive,2,Single,No,Travel_Frequently,4898,4,1,1,3,3,No,0.601,60.1,Flight Risk,High (60–80%)
1405,27,Female,Research & Development,Research Scientist,1,Single,Yes,Travel_Rarely,2394,8,7,3,3,4,Yes,0.5982,59.8,At Watch,Medium (30–60%)
1850,27,Female,Research & Development,Laboratory Technician,1,Single,Yes,Travel_Frequently,2379,5,0,4,2,4,No,0.5975,59.8,At Watch,Medium (30–60%)
1541,34,Male,Sales,Sales Representative,1,Married,Yes,Travel_Rarely,2308,11,5,3,3,2,No,0.5969,59.7,At Watch,Medium (30–60%)
1046,32,Female,Research & Development,Laboratory Technician,1,Single,No,Non-Travel,4025,8,7,3,3,4,No,0.5965,59.7,At Watch,Medium (30–60%)
62,46,Male,Sales,Sales Executive,2,Single,Yes,Travel_Frequently,5772,9,0,4,3,1,No,0.5964,59.6,At Watch,Medium (30–60%)
1667,35,Male,Sales,Sales Executive,2,Single,Yes,Travel_Frequently,4581,11,6,4,4,4,Yes,0.5962,59.6,At Watch,Medium (30–60%)
